dataset,K,distance,algorithm,parameters,knn-dist,knn-set,accuracy-R@1,accuracy-R@10,qps,queryTime,build,indexsize
vgg-512-euclidean,10,euclidean,faiss-lsh,FaissLSH(n_bits=512),0.5926,0.58353,0.9662,0.9797,8.841008850282384,0.11310926353931428,52.56688141822815,362268.0
vgg-512-euclidean,10,euclidean,faiss-lsh,FaissLSH(n_bits=256),0.45409,0.4474,0.9524,0.9738,26.069738823744004,0.038358650493621825,31.440303802490234,275936.0
vgg-512-euclidean,10,euclidean,faiss-lsh,FaissLSH(n_bits=64),0.17445,0.17199,0.7236,0.8628,84.5330680377826,0.01182969012260437,16.407225847244263,228944.0
vgg-512-euclidean,10,euclidean,faiss-lsh,FaissLSH(n_bits=1024),0.69357,0.6836800000000001,0.9696,0.982,4.819542389851624,0.20748857860565187,112.39979648590088,564580.0
vgg-512-euclidean,10,euclidean,faiss-lsh,FaissLSH(n_bits=32),0.051770000000000004,0.05105,0.3047,0.5802,46.51619438697071,0.02149788935184479,13.851737976074219,220540.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=KDT, check=400)",0.0001,0.0,0.0006,0.0006,236997.1239200574,4.219460487365723e-06,0.10059952735900879,912.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=KDT, check=100)",0.0001,0.0,0.0006,0.0006,228624.7533495405,4.3739795684814454e-06,0.10059952735900879,912.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=BKT, check=400)",0.0001,0.0,0.0006,0.0006,228541.2886527721,4.375576972961426e-06,0.0543673038482666,968.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=BKT, check=2000)",0.0001,0.0,0.0006,0.0006,220085.63512719335,4.543685913085938e-06,0.0543673038482666,968.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=KDT, check=200)",0.0001,0.0,0.0006,0.0006,229363.63586650408,4.359889030456543e-06,0.10059952735900879,912.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=BKT, check=4000)",0.0001,0.0,0.0006,0.0006,232055.14921492038,4.309320449829102e-06,0.0543673038482666,968.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=BKT, check=200)",0.0001,0.0,0.0006,0.0006,224503.22760215387,4.454278945922852e-06,0.0543673038482666,968.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=KDT, check=1000)",0.0001,0.0,0.0006,0.0006,228589.8651668247,4.37464714050293e-06,0.10059952735900879,912.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=BKT, check=100)",0.0001,0.0,0.0006,0.0006,223103.65003883018,4.482221603393555e-06,0.0543673038482666,968.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=BKT, check=1000)",0.0001,0.0,0.0006,0.0006,234306.8784251071,4.26790714263916e-06,0.0543673038482666,968.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=KDT, check=2000)",0.0001,0.0,0.0006,0.0006,240288.27920459688,4.161667823791504e-06,0.10059952735900879,912.0
vgg-512-euclidean,10,euclidean,sptag,"Sptag(metric=L2, algo=KDT, check=4000)",0.0001,0.0,0.0006,0.0006,239504.8080217446,4.175281524658203e-06,0.10059952735900879,912.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=1000)",0.77068,0.76242,0.948,0.9578,760.2751285934647,0.0013153133153915406,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=20000)",0.94747,0.9438000000000001,0.9695,0.9802,92.62960702798486,0.010795684361457825,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=20000)",0.95738,0.95444,0.9705,0.9805,91.28553999794012,0.010954637503623962,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=2000)",0.8050700000000001,0.79782,0.9594,0.9683,572.6730219298346,0.0017461971521377563,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=10000)",0.9165699999999999,0.9122999999999999,0.9681,0.978,163.91584949817013,0.0061006913185119626,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=100)",0.5494399999999999,0.53893,0.9059,0.9135,1375.2136074245136,0.0007271597623825073,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=100)",0.44687,0.43769,0.8801,0.887,2253.1781664702935,0.00044381754398345946,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=400000)",0.9984500000000001,0.9978999999999999,0.973,0.9837,7.164896732790185,0.1395693528175354,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=4000)",0.8875500000000001,0.88307,0.9649,0.9758,320.99575001511874,0.003115306043624878,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=100000)",0.9824299999999999,0.98011,0.9725,0.9827,24.21916750576333,0.04128961079120636,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=20000)",0.93173,0.92737,0.9697,0.9802,94.49543005324178,0.010582522344589233,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=200000)",0.9951000000000001,0.9940300000000001,0.9731,0.9838,13.235394807982635,0.0755549807548523,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=100000)",0.99092,0.98932,0.9727,0.9833,24.20071189860513,0.04132109849452972,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=100000)",0.98797,0.98607,0.9728,0.9832,24.205964219238698,0.04131213245391846,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=4000)",0.8257899999999999,0.8191200000000001,0.9624,0.9726,363.0643037746775,0.002754333019256592,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=1000)",0.67207,0.66276,0.9425,0.9516,1007.5305649501919,0.0009925257205963135,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=4000)",0.8611599999999999,0.85573,0.9636,0.9733,345.7096238591719,0.0028926009893417357,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=200000)",0.99664,0.99572,0.9729,0.9834,13.304316267538384,0.07516357698440551,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=400000)",0.99916,0.99874,0.9731,0.9837,7.232503198077157,0.1382647159099579,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=400)",0.59572,0.58595,0.9179,0.9251,1399.1132186501684,0.0007147384405136109,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=400)",0.64771,0.63807,0.9241,0.9326,1096.2928019819453,0.0009121650695800781,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=400000)",0.99738,0.99658,0.973,0.9836,7.09018690239899,0.14104000554084778,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=400)",0.53867,0.52891,0.9071,0.9151,1660.438165552293,0.0006022506713867187,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=1000)",0.72729,0.71829,0.9467,0.9552,896.5537850317321,0.0011153820514678955,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=100)",0.49942000000000003,0.48963,0.8942,0.9013,1853.961804701446,0.0005393854379653931,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=200)",0.55645,0.5461199999999999,0.906,0.9138,1352.4842922947196,0.0007393801212310791,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=2000)",0.83748,0.83127,0.9583,0.9692,511.2383783821272,0.0019560346841812136,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=10000)",0.8945700000000001,0.8892200000000001,0.9664,0.978,170.55185922737866,0.0058633192539215085,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=40000)",0.9689,0.9660500000000001,0.9716,0.9818,51.58482017675882,0.019385547852516175,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=40000)",0.9757899999999999,0.9734700000000001,0.9716,0.9818,51.33084854879582,0.019481462478637697,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=40000)",0.9594400000000001,0.9559200000000001,0.9721,0.9817,51.54291769920145,0.019401307582855225,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=400, search_k=10000)",0.9322699999999999,0.92896,0.9691,0.9788,155.8778935886487,0.006415277862548828,6917.833398342133,22424152.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=200000)",0.9925200000000001,0.9909700000000001,0.9729,0.9832,13.206232231387744,0.07572182455062866,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=200)",0.45206999999999997,0.44292999999999993,0.8805,0.8874,2280.1586753640568,0.0004385659694671631,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=200, search_k=200)",0.50562,0.49593999999999994,0.8944,0.9016,1820.7400776315287,0.0005492272138595581,3525.7245972156525,13268888.0
vgg-512-euclidean,10,euclidean,annoy,"Annoy(n_trees=100, search_k=2000)",0.7574,0.74924,0.9553,0.9654,635.250009556836,0.0015741833686828614,1834.821456193924,10206864.0
vgg-512-euclidean,10,euclidean,NGT-panng,"PANNG-NGT(20, 40, 60, 0.600)",0.01836,0.01792,0.0938,0.0941,18621.347645662416,5.370180606842041e-05,5530.654785871506,8447048.0
vgg-512-euclidean,10,euclidean,NGT-panng,"PANNG-NGT(20, 40, 60, 1.100)",0.9926299999999999,0.99095,0.9707,0.9809,903.1611989933132,0.001107222056388855,5530.654785871506,8447048.0
vgg-512-euclidean,10,euclidean,NGT-panng,"PANNG-NGT(20, 40, 60, 0.900)",0.06873,0.06776,0.1092,0.11,11979.669740387897,8.34747552871704e-05,5530.654785871506,8447048.0
vgg-512-euclidean,10,euclidean,NGT-panng,"PANNG-NGT(20, 40, 60, 1.020)",0.45763,0.45620000000000005,0.4571,0.4609,2507.1766765543725,0.00039885501861572267,5530.654785871506,8447048.0
vgg-512-euclidean,10,euclidean,NGT-panng,"PANNG-NGT(20, 40, 60, 1.200)",0.9988699999999999,0.9984400000000001,0.9731,0.9838,59.548372106111316,0.016793070316314697,5530.654785871506,8447048.0
vgg-512-euclidean,10,euclidean,NGT-panng,"PANNG-NGT(20, 40, 60, 1.000)",0.24581,0.24464999999999998,0.2467,0.2487,4555.314495928101,0.00021952381134033203,5530.654785871506,8447048.0
vgg-512-euclidean,10,euclidean,NGT-panng,"PANNG-NGT(20, 40, 60, 1.050)",0.83278,0.83134,0.8259,0.8323,1408.8148537305076,0.0007098164796829223,5530.654785871506,8447048.0
vgg-512-euclidean,10,euclidean,NGT-panng,"PANNG-NGT(20, 40, 60, 0.800)",0.0353,0.03477,0.0951,0.0953,17376.748579489547,5.75481653213501e-05,5530.654785871506,8447048.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 8})",0.9593,0.9579700000000001,0.9439,0.9523,1508.0193561864041,0.0006631214618682862,5860.23624587059,5801752.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 12})",0.99779,0.9971500000000001,0.9725,0.9833,364.275016979596,0.002745178651809692,8107.551563739777,5883792.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 24})",0.95257,0.9477,0.9545,0.9612,2735.0464803565974,0.00036562449932098386,15289.095999956131,6135672.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",0.20089,0.19791,0.2392,0.2405,10826.54443246458,9.236557483673095e-05,3952.8649442195892,5724872.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 16})",0.98275,0.9813000000000001,0.9659,0.9742,1791.4996725432338,0.0005581915616989136,9836.030408859253,5967652.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 8})",0.6307,0.626,0.6431,0.6465,5614.83171986671,0.00017809972763061524,5860.23624587059,5801752.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 8})",0.98709,0.9859899999999999,0.9667,0.9762,806.8899948333158,0.0012393263101577758,5860.23624587059,5801752.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 24})",0.98153,0.9794,0.9681,0.9758,1856.7712389007966,0.0005385693073272705,15289.095999956131,6135672.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 8})",0.7683,0.766,0.7658,0.7699,3805.9087305065664,0.0002627493381500244,5860.23624587059,5801752.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 8})",0.9938100000000001,0.99279,0.9713,0.9816,519.6149662099454,0.001924501919746399,5860.23624587059,5801752.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",0.8729799999999999,0.86872,0.9005,0.9079,1305.2141986307386,0.0007661577701568603,3952.8649442195892,5724872.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 12})",0.69142,0.68223,0.7363,0.7404,5792.8631132683695,0.0001726262092590332,8107.551563739777,5883792.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 8})",0.9961800000000001,0.9952799999999999,0.9722,0.9827,378.35134534972735,0.002643045973777771,5860.23624587059,5801752.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 16})",0.9976900000000001,0.99698,0.9727,0.9836,463.85906218255775,0.002155827236175537,9836.030408859253,5967652.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",0.71867,0.71506,0.7634,0.7691,2248.2889531248043,0.0004447826862335205,3952.8649442195892,5724872.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 16})",0.79575,0.78554,0.842,0.8469,5248.443349950948,0.00019053268432617189,9836.030408859253,5967652.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 16})",0.95816,0.95609,0.9466,0.9538,2678.45886491258,0.0003733490228652954,9836.030408859253,5967652.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 12})",0.99053,0.9894399999999999,0.9696,0.9789,1140.1416603527132,0.0008770839929580688,8107.551563739777,5883792.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 16})",0.99877,0.9982200000000001,0.973,0.9837,292.42474500670914,0.0034196832418441772,9836.030408859253,5967652.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",0.47640000000000005,0.47328000000000003,0.5204,0.5234,4260.241028469938,0.00023472850322723388,3952.8649442195892,5724872.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 8})",0.9166000000000001,0.91529,0.9045,0.9113,2088.3846479900403,0.0004788389921188355,5860.23624587059,5801752.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 16})",0.9945999999999999,0.9936299999999999,0.9722,0.9818,939.2753247974159,0.001064650559425354,9836.030408859253,5967652.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 12})",0.9646399999999999,0.9633499999999999,0.9497,0.9577,2096.5765945536245,0.00047696802616119385,8107.551563739777,5883792.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 24})",0.87866,0.8677300000000001,0.926,0.9315,3753.344229830481,0.00026642906665802,15289.095999956131,6135672.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",0.94937,0.94435,0.9541,0.9624,702.6413866555824,0.0014232011079788208,3952.8649442195892,5724872.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",0.9269000000000001,0.92211,0.94,0.9483,912.3960136448354,0.0010960153102874755,3952.8649442195892,5724872.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 24})",0.99663,0.99573,0.973,0.983,593.3017242709711,0.0016854830503463744,15289.095999956131,6135672.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 24})",0.9995499999999999,0.99922,0.973,0.9839,132.10760555638961,0.007569586896896362,15289.095999956131,6135672.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",0.58129,0.5781,0.6279,0.6326,3224.8965497568774,0.0003100874662399292,3952.8649442195892,5724872.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 16})",0.9022399999999999,0.89734,0.9066,0.9127,3869.0585567335925,0.000258460807800293,9836.030408859253,5967652.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 8})",0.47401,0.46672,0.517,0.5195,7874.7284222921635,0.00012698850631713869,5860.23624587059,5801752.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 12})",0.97905,0.97779,0.9615,0.9702,1654.820212120423,0.0006042952537536621,8107.551563739777,5883792.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 8})",0.87252,0.8712,0.863,0.8688,2634.3638598007,0.0003795982837677002,5860.23624587059,5801752.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 12})",0.99849,0.99793,0.9727,0.9835,265.4062794358383,0.003767808365821838,8107.551563739777,5883792.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 12})",0.91712,0.91508,0.9085,0.9145,3031.09691594873,0.0003299135684967041,8107.551563739777,5883792.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 16})",0.99918,0.9987,0.9731,0.9838,213.11772139056356,0.004692242360115052,9836.030408859253,5967652.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 16})",0.99014,0.98887,0.9704,0.98,1394.3979054563017,0.0007171554088592529,9836.030408859253,5967652.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 24})",0.99924,0.99886,0.973,0.9838,180.7845098024696,0.005531447362899781,15289.095999956131,6135672.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 12})",0.8269299999999999,0.8219200000000001,0.8336,0.8388,4185.993964781117,0.0002388918876647949,8107.551563739777,5883792.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",0.12208000000000001,0.11961,0.1621,0.1633,15736.569263837815,6.354625225067139e-05,3952.8649442195892,5724872.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 12})",0.9961499999999999,0.9953799999999999,0.9724,0.9827,574.5160652238592,0.0017405953645706178,8107.551563739777,5883792.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 24})",0.9941800000000001,0.99305,0.9726,0.9822,899.6532103258631,0.0011115394115448,15289.095999956131,6135672.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 24})",0.99875,0.9982599999999999,0.9731,0.9838,285.7016257621521,0.0035001550912857056,15289.095999956131,6135672.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'M': 4, 'efConstruction': 500})",0.3175,0.31417,0.3565,0.3582,6943.993483648693,0.00014400935173034668,3952.8649442195892,5724872.0
vgg-512-euclidean,10,euclidean,hnswlib,"hnswlib ({'efConstruction': 500, 'M': 24})",0.9909700000000001,0.9896100000000001,0.9715,0.9801,1190.9844863223757,0.0008396414995193481,15289.095999956131,6135672.0
